Politician,Ticker,Annualized Percentage Profit,Purchase Transaction IDs,Sell Transaction IDs,Total Purchase Amount,Total Sell Amount
Ro Khanna,CAT,0.0,[20003753082],[20003751781],32500.0,32500.0
Ro Khanna,CAT,0.0,"[20003749928, 20003750205]",[20003741682],40500.0,8000.0
Ro Khanna,CAT,0.0,"[20003741849, 20003722448, 20003722628, 20003722699, 20003722831, 20003722902]","[20003723277, 20003716409, 20003716719]",97000.0,73000.0
Ro Khanna,CAT,0.0,"[20003716864, 20003748778, 20003708092, 20003708286]","[20003707495, 20003698665]",56500.0,40500.0
Ro Khanna,CB,0.0,"[20003768677, 20003767635, 20003765160, 20003763971]","[20003764319, 20003764376]",56500.0,40500.0
Ro Khanna,CB,0.0,"[20003761665, 20003761789, 20003757414]",[20003754784],48500.0,32500.0
Ro Khanna,CB,0.0,[20003753083],"[20003751783, 20003748284]",32500.0,65000.0
Ro Khanna,CBRE,0.0,[20003769627],"[20003768753, 20003769117]",8000.0,16000.0
Ro Khanna,CBRE,0.0,[20003765745],[20003765119],8000.0,8000.0
Ro Khanna,CBRE,0.0,"[20003764081, 20003764234]","[20003762786, 20003761992]",16000.0,16000.0
Ro Khanna,CBRE,0.0,[20003760664],[20003757312],8000.0,8000.0
Ro Khanna,CBRE,0.0,"[20003757418, 20003754724, 20003753160]",[20003750098],24000.0,8000.0
Ro Khanna,CBRE,0.0,"[20003741496, 20003741952]","[20003742244, 20003722783, 20003723043]",16000.0,24000.0
Ro Khanna,CBRE,0.0,[20003723180],[20003716816],8000.0,8000.0
Ro Khanna,CBRE,0.0,"[20003748233, 20003698567, 20003685341]",[20003687585],24000.0,8000.0
Ro Khanna,CBRE,0.0,[20003688176],"[20003671148, 20002388358, 20001667164]",8000.0,24000.0
Ro Khanna,CCEP,0.0,[20003760911],[20003707594],32500.0,8000.0
Ro Khanna,CCI,0.0,"[20003769691, 20003768604, 20003767589]","[20003767051, 20003767180]",48500.0,40500.0
Ro Khanna,CCI,0.0,"[20003767247, 20003765761, 20003765764, 20003765059, 20003765303]",[20003765407],89000.0,8000.0
Ro Khanna,CCI,0.0,[20003764201],"[20003762646, 20003762830]",32500.0,16000.0
Ro Khanna,CCI,0.0,[20003761616],"[20003761923, 20003760867]",8000.0,16000.0
Ro Khanna,CCI,0.0,"[20003758673, 20003758752]","[20003760466, 20003760690]",40500.0,65000.0
Ro Khanna,CCI,0.0,"[20003757457, 20003754617, 20003754956, 20003753093]",[20003751793],56500.0,32500.0
Ro Khanna,CCI,0.0,[20003749929],[20003741679],8000.0,8000.0
Ro Khanna,CCI,0.0,"[20003741925, 20003722627, 20003722830]","[20003716696, 20003764845]",24000.0,83000.0
Ro Khanna,CCI,0.0,[20003747917],"[20003748399, 20003748656]",8000.0,16000.0
Ro Khanna,CCI,0.0,"[20003707388, 20003698545, 20003684447, 20003685325]",[20003687019],56500.0,8000.0
Ro Khanna,CCI,0.0,[20003688035],[20003688352],75000.0,32500.0
Ro Khanna,CCK,0.0,[20003761683],"[20003757607, 20003741816]",8000.0,16000.0
Ro Khanna,CCK,0.0,[20003698618],[20003688388],8000.0,8000.0
Ro Khanna,CCL,0.0,"[20003772189, 20003762628]","[20003757317, 20003757540]",16000.0,16000.0
Ro Khanna,CCL,0.0,[20003754743],[20003753031],8000.0,8000.0
Ro Khanna,CCL,0.0,"[20003749934, 20003750233]","[20003741765, 20003742326]",16000.0,16000.0
Ro Khanna,CCL,0.0,"[20003722956, 20003722997, 20003723189]","[20003748384, 20003748730]",24000.0,16000.0
Ro Khanna,CDNS,0.0,[20003770739],"[20003768541, 20003769172]",32500.0,40500.0
Ro Khanna,CDNS,0.0,"[20003765037, 20003764054]","[20003764414, 20003762538, 20003761573]",16000.0,24000.0
Ro Khanna,CDNS,0.0,[20003758632],[20003758864],8000.0,8000.0
Ro Khanna,CDNS,0.0,[20003760594],"[20003757297, 20003757531]",8000.0,16000.0
Ro Khanna,CDNS,0.0,"[20003754655, 20003754949, 20003753155, 20003750021]","[20003750328, 20003741749]",32000.0,40500.0
Ro Khanna,CDNS,0.0,"[20003742073, 20003722706, 20003722909, 20003723127]","[20003716438, 20003716750, 20003748409]",56500.0,24000.0
Ro Khanna,CDW,0.0,[20003764089],[20003754868],8000.0,8000.0
Ro Khanna,CDW,0.0,"[20003755040, 20003741547, 20003742059]",[20003742271],24000.0,8000.0
Ro Khanna,CDW,0.0,[20003723169],[20003716803],8000.0,8000.0
Ro Khanna,CDW,0.0,[20003748218],[20003708489],8000.0,8000.0
Ro Khanna,CDW,0.0,"[20003698620, 20003686029]",[20003687638],16000.0,8000.0
Ro Khanna,CE,0.0,"[20003764021, 20003761685, 20003754656]",[20003754839],24000.0,8000.0
Ro Khanna,CE,0.0,[20003754934],"[20003753030, 20003753224]",32500.0,16000.0
Ro Khanna,CE,0.0,[20003742072],"[20003716809, 20003748672]",8000.0,16000.0
Ro Khanna,CE,0.0,[20003708114],[20003698723],8000.0,8000.0
Ro Khanna,CF,0.0,"[20003764062, 20003764232]",[20003758880],16000.0,8000.0
Ro Khanna,CFG,0.0,[20003769654],[20003768770],8000.0,8000.0
Ro Khanna,CFG,0.0,"[20003768880, 20003769141, 20003765753, 20003764939]",[20003765271],32000.0,8000.0
Ro Khanna,CFG,0.0,[20003764209],[20003762662],8000.0,8000.0
Ro Khanna,CFG,0.0,"[20003762863, 20003761674]","[20003761948, 20003760095, 20003760110, 20003754834]",16000.0,32000.0
Ro Khanna,CFG,0.0,"[20003754998, 20003752941]",[20003750340],16000.0,8000.0
Ro Khanna,CFG,0.0,[20003741921],"[20003723340, 20003748909]",8000.0,16000.0
Ro Khanna,CFG,0.0,"[20003708367, 20003707267]",[20003707592],16000.0,8000.0
Ro Khanna,CG,0.0,"[20003741558, 20003741994, 20003742012]",[20003716791],24000.0,8000.0
Ro Khanna,CHD,0.0,[20003772143],"[20003771506, 20003770687]",8000.0,16000.0
Ro Khanna,CHD,0.0,[20003760950],[20003757330],8000.0,8000.0
Ro Khanna,CHD,0.0,"[20003754625, 20003752997]","[20003750128, 20003750326]",16000.0,40500.0
Ro Khanna,CHD,0.0,[20003741862],[20003707583],32500.0,8000.0
Ro Khanna,CHH,0.0,[20003686469],[20003688392],8000.0,8000.0
Ro Khanna,CHRW,0.0,"[20003768667, 20003767145, 20003742152]",[20003716789],24000.0,8000.0
Ro Khanna,CHRW,-32.087966490432315,[20003686410],[20003687710],8000.0,8000.0
Ro Khanna,CHTR,0.0,"[20003772136, 20003771346]",[20003770719],40500.0,8000.0
Ro Khanna,CHTR,0.0,"[20003769684, 20003765768]",[20003762656],16000.0,8000.0
Ro Khanna,CHTR,0.0,[20003761650],"[20003761945, 20003758733]",8000.0,16000.0
Ro Khanna,CHTR,0.0,"[20003758807, 20003760452, 20003760593]",[20003757622],24000.0,8000.0
Ro Khanna,CHTR,-337.4181506589631,[20003754654],[20003754821],8000.0,8000.0
Ro Khanna,CHTR,0.0,[20003752952],"[20003753207, 20003750063]",8000.0,16000.0
Ro Khanna,CHTR,0.0,"[20003750184, 20003741484, 20003741948]","[20003722569, 20003722573, 20003722583, 20003722584, 20003722593]",48500.0,40000.0
Ro Khanna,CHTR,0.0,"[20003722681, 20003722884]","[20003723346, 20003723418, 20003723419, 20003723420, 20003723421, 20003723422, 20003716440]",16000.0,178500.0
Ro Khanna,CHTR,0.0,"[20003716647, 20003747841, 20003747887, 20003748173]","[20003748653, 20003748865]",32000.0,40500.0
Ro Khanna,CHTR,0.0,"[20003708093, 20003708324, 20003708535]","[20003707498, 20003698661]",24000.0,40500.0
Ro Khanna,CHWY,0.0,[20003757437],"[20003741777, 20003742397]",8000.0,16000.0
Ro Khanna,CHWY,0.0,[20003722966],[20003723396],8000.0,8000.0
Ro Khanna,CI,0.0,"[20003770833, 20003768643, 20003765201, 20003763952, 20003764187]","[20003762742, 20003761700]",89000.0,40500.0
Ro Khanna,CI,0.0,"[20003760915, 20003758750]",[20003760675],65000.0,75000.0
Ro Khanna,CI,0.0,"[20003754747, 20003741573, 20003722649, 20003722852]",[20003716443],32000.0,8000.0
Ro Khanna,CI,0.0,"[20003747860, 20003747952]",[20003748654],16000.0,8000.0
Ro Khanna,CIEN,0.0,"[20003741564, 20003741965]","[20003742242, 20003722780, 20003723040]",16000.0,48500.0
Ro Khanna,CIEN,0.0,"[20003723163, 20003708157, 20003708321]",[20003707591],24000.0,8000.0
Ro Khanna,CINF,0.0,[20003765210],[20003764421],8000.0,8000.0
Ro Khanna,CINF,0.0,"[20003761873, 20003752996]","[20003742178, 20003687712]",16000.0,40500.0
Ro Khanna,CL,0.0,"[20003770647, 20003768628, 20003768916]","[20003767669, 20003767030]",24000.0,40500.0
Ro Khanna,CL,0.0,"[20003765030, 20003764076]","[20003764428, 20003762788, 20003761739]",16000.0,24000.0
Ro Khanna,CL,0.0,"[20003760901, 20003760603, 20003757238, 20003754664]",[20003754811],56500.0,8000.0
Ro Khanna,CL,0.0,[20003752947],[20003750061],8000.0,8000.0
Ro Khanna,CL,0.0,"[20003750179, 20003741472, 20003741947, 20003742002, 20003722732, 20003722935, 20003723243, 20003748562, 20003708171, 20003708361, 20003707374]",[20003698674],137000.0,8000.0
Ro Khanna,CL,59.18549830873501,[20003684540],"[20003687635, 20003688355]",8000.0,40500.0
Ro Khanna,CLX,0.0,"[20003772201, 20003769644]","[20003768740, 20003765797, 20003765368]",16000.0,24000.0
Ro Khanna,CLX,0.0,[20003760962],"[20003758736, 20003757626]",8000.0,16000.0
Ro Khanna,CLX,0.0,"[20003754728, 20003752995, 20003749987, 20003742141]",[20003716459],32000.0,8000.0
Ro Khanna,CLX,0.0,[20003748188],"[20003748370, 20003707550]",8000.0,16000.0
Ro Khanna,CLX,0.0,[20003710177],[20003687596],8000.0,8000.0
Ro Khanna,CM,-287.2681369680388,"[20003767250, 20003764916, 20003765000, 20003765129, 20003765319]","[20003765399, 20003765404]",365500.0,16000.0
Ro Khanna,CMA,0.0,"[20003769629, 20003763876, 20003764210, 20003762886]","[20003760136, 20003742284]",32000.0,16000.0
Ro Khanna,CMCSA,0.0,"[20003770571, 20003769694, 20003766967]",[20003765099],24000.0,8000.0
Ro Khanna,CMCSA,0.0,"[20003763989, 20003761655, 20003761825, 20003760607]","[20003757180, 20003757182]",32000.0,16000.0
Ro Khanna,CMCSA,0.0,"[20003757211, 20003757368]","[20003757654, 20003757656, 20003755993, 20003755996, 20003756006, 20003756251, 20003756253, 20003756255, 20003756263, 20003756270, 20003756277, 20003754773]",40500.0,120500.0
Ro Khanna,CMCSA,0.0,"[20003754907, 20003753101, 20003751718, 20003749906, 20003750016]","[20003750295, 20003741417, 20003741436, 20003741648]",113500.0,123500.0
Ro Khanna,CMCSA,0.0,[20003742154],[20003742465],8000.0,8000.0
Ro Khanna,CMCSA,0.0,"[20003722474, 20003723101, 20003716331, 20003716550]",[20003747964],172500.0,32500.0
Ro Khanna,CMCSA,0.0,[20003748096],"[20003748655, 20003748849]",32500.0,83000.0
Ro Khanna,CMCSA,0.0,"[20003708085, 20003708340, 20003707349]",[20003698654],115500.0,32500.0
Ro Khanna,CMCSA,0.0,"[20003684272, 20003685255]","[20003686926, 20003688331]",40500.0,107500.0
Ro Khanna,CME,0.0,"[20003770621, 20003765047, 20003765178]","[20003764115, 20003764159, 20003764331, 20003764357]",24000.0,32000.0
Ro Khanna,CME,0.0,"[20003761663, 20003761864, 20003760960, 20003758680, 20003760558]","[20003757526, 20003754857, 20003754877]",40000.0,48500.0
Ro Khanna,CME,0.0,[20003754987],[20003753200],8000.0,8000.0
Ro Khanna,CME,0.0,"[20003751713, 20003749984]","[20003741351, 20003741696, 20003742188, 20003742484, 20003742506, 20003720087]",40500.0,97000.0
Ro Khanna,CMG,-49.4094153810132,[20003768686],[20003769178],8000.0,32500.0
Ro Khanna,CMG,0.0,[20003766966],"[20003764914, 20003765115]",8000.0,16000.0
Ro Khanna,CMG,0.0,[20003764058],[20003764151],8000.0,32500.0
Ro Khanna,CMG,0.0,"[20003761820, 20003760942]","[20003760124, 20003757303, 20003757572, 20003755975, 20003756035]",16000.0,40000.0
Ro Khanna,CMG,0.0,"[20003754682, 20003752893, 20003753122]","[20003750086, 20003741416]",24000.0,16000.0
Ro Khanna,CMG,0.0,[20003741488],"[20003742260, 20003742302, 20003742483, 20003742505, 20003723075]",8000.0,64500.0
Ro Khanna,CMG,0.0,[20003723171],"[20003716315, 20003716316]",8000.0,16000.0
Ro Khanna,CMG,0.0,"[20003716384, 20003747845]",[20003747980],16000.0,8000.0
Ro Khanna,CMG,0.0,"[20003748128, 20003708072]","[20003708227, 20003707329, 20003707506, 20003698714]",16000.0,56500.0
Ro Khanna,CMI,135.19392410051378,[20003685285],"[20003687221, 20003688400]",8000.0,16000.0
Ro Khanna,CMPGY,0.0,[20003771458],[20003769127],8000.0,8000.0
Ro Khanna,CMS,0.0,[20003764960],[20003764480],8000.0,8000.0
Ro Khanna,CMS,0.0,"[20003762880, 20003686457]",[20003687715],16000.0,8000.0
Ro Khanna,CNC,0.0,"[20003761625, 20003761787]","[20003760985, 20003758713]",40500.0,40500.0
Ro Khanna,CNC,0.0,"[20003758751, 20003760640]",[20003760706],40500.0,32500.0
Ro Khanna,CNC,0.0,"[20003748613, 20003708304]","[20003707516, 20003698722]",40500.0,16000.0
Ro Khanna,CNC,0.0,[20003684584],[20003686986],8000.0,8000.0
Ro Khanna,CNP,-30.5525560828929,[20003764948],[20003765392],8000.0,8000.0
Ro Khanna,CNP,-97.95202483581755,[20003764452],[20003764476],8000.0,8000.0
Ro Khanna,COF,0.0,"[20003768593, 20003768860]",[20003767028],16000.0,8000.0
Ro Khanna,COF,0.0,"[20003763884, 20003763967, 20003764239]",[20003762777],24000.0,8000.0
Ro Khanna,COF,0.0,[20003762894],[20003761702],8000.0,8000.0
Ro Khanna,COF,0.0,[20003761821],"[20003760085, 20003760140]",8000.0,16000.0
Ro Khanna,COF,0.0,"[20003755913, 20003754611]",[20003753025],16000.0,8000.0
Ro Khanna,COF,0.0,"[20003749988, 20003750203]",[20003741426],40500.0,8000.0
Ro Khanna,COF,0.0,[20003741509],"[20003742206, 20003722564, 20003716698, 20003748332]",8000.0,123500.0
Ro Khanna,COF,0.0,[20003748603],[20003708233],8000.0,8000.0
Ro Khanna,COLD,-129.83684837547318,[20003685931],[20003687632],8000.0,8000.0
Ro Khanna,COMM,-138.69889149456952,[20003742076],[20003742381],8000.0,8000.0
Ro Khanna,COO,0.0,"[20003768641, 20003768887]","[20003769081, 20003757611]",16000.0,16000.0
Ro Khanna,COO,0.0,[20003754740],"[20003754876, 20003751813, 20003750064]",8000.0,24000.0
Ro Khanna,COO,0.0,"[20003750224, 20003741470]","[20003742301, 20003723069]",16000.0,16000.0
Ro Khanna,COO,0.0,[20003716374],[20003748039],8000.0,8000.0
Ro Khanna,COO,0.0,"[20003748155, 20003748607]",[20003748894],16000.0,8000.0
Ro Khanna,COO,0.0,[20003708344],"[20003707524, 20003698709]",8000.0,16000.0
Ro Khanna,COP,0.0,"[20003767756, 20003767762, 20003767768, 20003684514]",[20003687062],32000.0,8000.0
Ro Khanna,COR,0.0,[20003770661],[20003767709],8000.0,8000.0
Ro Khanna,COR,0.0,"[20003766981, 20003765218]","[20003761751, 20003761930]",16000.0,16000.0
Ro Khanna,COR,0.0,"[20003760921, 20003758691]","[20003760719, 20003753070]",16000.0,16000.0
Ro Khanna,COR,0.0,[20003741603],[20003748699],8000.0,8000.0
Ro Khanna,COST,0.0,"[20003772132, 20003770568, 20003770742]",[20003769745],48500.0,8000.0
Ro Khanna,COST,-29.839813339896903,[20003768783],[20003768995],32500.0,32500.0
Ro Khanna,COST,0.0,"[20003767128, 20003765740, 20003765032, 20003765179, 20003764042]","[20003764404, 20003762738]",40000.0,40500.0
Ro Khanna,COST,0.0,"[20003760918, 20003758655, 20003758683]","[20003758842, 20003760111]",48500.0,40500.0
Ro Khanna,COST,0.0,[20003760619],[20003757276],8000.0,32500.0
Ro Khanna,COST,0.0,[20003757360],"[20003755974, 20003756038]",32500.0,16000.0
Ro Khanna,COST,0.0,"[20003756261, 20003756268, 20003756275]",[20003754789],24000.0,8000.0
Ro Khanna,COST,0.0,"[20003751671, 20003751695, 20003741483]","[20003742176, 20003742258]",91000.0,40500.0
Ro Khanna,COST,0.0,[20003716537],[20003748304],32500.0,32500.0
Ro Khanna,COST,0.0,"[20003748769, 20003708359]","[20003707337, 20003707489]",16000.0,83000.0
Ro Khanna,CPB,0.0,"[20003767609, 20003766993, 20003765211]",[20003707551],24000.0,8000.0
Ro Khanna,CPRI,0.0,"[20003757466, 20003741613]",[20003723354],16000.0,8000.0
Ro Khanna,CPRT,0.0,"[20003772200, 20003770764, 20003769625]",[20003768752],24000.0,8000.0
Ro Khanna,CPRT,-79.6452371019456,[20003768862],[20003769059],8000.0,8000.0
Ro Khanna,CPRT,0.0,[20003765757],"[20003765084, 20003765241]",8000.0,40500.0
Ro Khanna,CPRT,0.0,"[20003749962, 20003750201]","[20003741729, 20003742227, 20003722770, 20003723030]",40500.0,56500.0
Ro Khanna,CPRT,0.0,"[20003723131, 20003716348, 20003716548]","[20003748008, 20003748301, 20003748834]",48500.0,48500.0
Ro Khanna,CPRT,0.0,"[20003708151, 20003707377, 20003698560, 20003685278]","[20003687154, 20003687586, 20003688412, 20003670973]",56500.0,32000.0
Ro Khanna,CPT,0.0,"[20003769663, 20003767631]",[20003761975],16000.0,8000.0
Ro Khanna,CPT,0.0,"[20003760639, 20003754692]","[20003754852, 20003750332]",16000.0,16000.0
Ro Khanna,CRH,0.0,[20003772221],[20003772247],8000.0,8000.0
Ro Khanna,CRH,0.0,[20003767164],[20003767213],8000.0,8000.0
Ro Khanna,CRI,0.0,"[20003761826, 20003754580, 20003754948, 20003754950, 20003754983, 20003755032, 20003752913, 20003753095, 20003753099, 20003751727, 20003751752, 20003749884, 20003749886, 20003750194, 20003750213, 20003750217, 20003750219, 20003750220, 20003750221, 20003750222, 20003750268, 20003750271, 20003750272]",[20003748411],233000.0,8000.0
Ro Khanna,CRL,0.0,[20003768684],[20003767050],8000.0,8000.0
Ro Khanna,CRL,0.0,"[20003764005, 20003764247]","[20003750351, 20003741748]",16000.0,16000.0
Ro Khanna,CRL,0.0,"[20003742001, 20003742090]",[20003716799],16000.0,8000.0
Ro Khanna,CRL,-292.87926327440005,[20003747920],[20003748059],8000.0,8000.0
Ro Khanna,CRL,0.0,[20003748208],"[20003748712, 20003708477]",8000.0,16000.0
Ro Khanna,CRM,0.0,[20003772131],"[20003771468, 20003768748]",32500.0,83000.0
Ro Khanna,CRM,0.0,"[20003765051, 20003764015]",[20003762783],16000.0,8000.0
Ro Khanna,CRM,0.0,"[20003761824, 20003758661, 20003758744]","[20003760123, 20003760475, 20003760683, 20003760696]",48500.0,81000.0
Ro Khanna,CRM,0.0,"[20003757204, 20003757362]","[20003755970, 20003756041]",40500.0,16000.0
Ro Khanna,CRM,0.0,[20003756132],"[20003756143, 20003756173, 20003754795]",8000.0,48500.0
Ro Khanna,CRM,0.0,[20003752922],[20003750047],32500.0,32500.0
Ro Khanna,CRM,0.0,"[20003750225, 20003741443, 20003741826]","[20003722749, 20003723009, 20003723262]",115500.0,140000.0
Ro Khanna,CRM,-375.49229433593996,[20003716334],[20003716690],32500.0,75000.0
Ro Khanna,CRM,0.0,[20003747778],[20003747963],8000.0,32500.0
Ro Khanna,CRM,0.0,"[20003748090, 20003748480]","[20003748722, 20003748850]",83000.0,83000.0
Ro Khanna,CRM,0.0,"[20003707249, 20003707250, 20003707351, 20003698600, 20003684164, 20003684237, 20003684279]",[20003687222],147500.0,8000.0
Ro Khanna,CRM,0.0,[20003687929],[20003688357],75000.0,32500.0
Ro Khanna,CRWD,0.0,[20003757451],"[20003755985, 20003756069, 20003742337]",8000.0,24000.0
Ro Khanna,CRWD,0.0,"[20003722505, 20003716631]","[20003707338, 20003698499]",16000.0,16000.0
Ro Khanna,CSCO,0.0,"[20003772040, 20003772154, 20003771294, 20003771332, 20003771400]","[20003770679, 20003770784]",89000.0,107500.0
Ro Khanna,CSCO,0.0,"[20003769587, 20003764968, 20003763987, 20003761684, 20003757197, 20003757363]",[20003754780],97000.0,32500.0
Ro Khanna,CSCO,0.0,"[20003749910, 20003750013, 20003750189, 20003750388, 20003750392, 20003750396, 20003741391]",[20003741647],105000.0,32500.0
Ro Khanna,CSCO,0.0,"[20003741823, 20003722605, 20003722648, 20003722808, 20003722851]","[20003723258, 20003716397]",156000.0,107500.0
Ro Khanna,CSCO,0.0,"[20003716541, 20003747771, 20003698438]",[20003698720],48500.0,8000.0
Ro Khanna,CSGP,0.0,"[20003771441, 20003769626]",[20003768733],16000.0,8000.0
Ro Khanna,CSGP,-182.07599670906376,[20003768919],[20003769103],8000.0,8000.0
Ro Khanna,CSGP,0.0,[20003764006],"[20003761722, 20003761932]",8000.0,16000.0
Ro Khanna,CSGP,0.0,"[20003754691, 20003754953]",[20003750115],16000.0,8000.0
Ro Khanna,CSGP,-47.64765619294015,"[20003741536, 20003742000]",[20003742298],16000.0,8000.0
Ro Khanna,CSGP,-107.7755905511811,[20003722733],[20003722795],8000.0,8000.0
Ro Khanna,CSGP,-107.7755905511811,[20003722936],[20003723055],8000.0,8000.0
Ro Khanna,CSGP,0.0,[20003723235],[20003716475],8000.0,8000.0
Ro Khanna,CSGP,0.0,"[20003716617, 20003747918, 20003747934]","[20003748725, 20003708485, 20003687592]",24000.0,24000.0
Ro Khanna,CSGP,0.0,[20003688260],"[20003670966, 20002388363]",8000.0,16000.0
Ro Khanna,CSX,0.0,"[20003768600, 20003768885]",[20003767074],16000.0,8000.0
Ro Khanna,CSX,0.0,[20003764056],"[20003764433, 20003761711]",8000.0,16000.0
Ro Khanna,CSX,0.0,"[20003761792, 20003760638]",[20003757299],40500.0,8000.0
Ro Khanna,CSX,0.0,"[20003757419, 20003754683, 20003754690, 20003751722, 20003749932]","[20003741681, 20003742237]",64500.0,40500.0
Ro Khanna,CSX,0.0,"[20003722633, 20003722836]","[20003723397, 20003716414, 20003716781, 20003748414]",16000.0,32000.0
Ro Khanna,CSX,0.0,"[20003708333, 20003707384, 20003684444, 20003685355]","[20003687067, 20003688384]",56500.0,16000.0
Ro Khanna,CTAS,0.0,"[20003770753, 20003768651, 20003768833, 20003766985]",[20003767202],56500.0,8000.0
Ro Khanna,CTAS,0.0,[20003765744],[20003765095],8000.0,8000.0
Ro Khanna,CTAS,0.0,"[20003751755, 20003749977]","[20003750353, 20003741740, 20003742259]",16000.0,24000.0
Ro Khanna,CTAS,0.0,"[20003722701, 20003722904]",[20003716498],16000.0,8000.0
Ro Khanna,CTAS,0.0,[20003716555],"[20003748037, 20003748041, 20003748313]",32500.0,24000.0
Ro Khanna,CTLT,0.0,[20003762624],[20003761728],8000.0,8000.0
Ro Khanna,CTLT,0.0,"[20003760847, 20003757469, 20003742107]","[20003742394, 20003716740, 20003748035]",24000.0,24000.0
Ro Khanna,CTLT,0.0,[20003748125],[20003708462],8000.0,8000.0
Ro Khanna,CTRA,0.0,[20003748102],"[20003748282, 20003698766]",32500.0,65000.0
Ro Khanna,CTSH,0.0,[20003765172],[20003762764],8000.0,8000.0
Ro Khanna,CTSH,0.0,"[20003761688, 20003761798]","[20003758650, 20003757324, 20003757590]",16000.0,24000.0
Ro Khanna,CTSH,0.0,[20003754696],"[20003752899, 20003752901, 20003752903, 20003752904, 20003752905, 20003752915]",8000.0,48000.0
Ro Khanna,CTSH,0.0,"[20003752973, 20003749862, 20003749890]","[20003750104, 20003741768, 20003742222]",24000.0,48500.0
Ro Khanna,CTSH,0.0,"[20003742439, 20003722458]","[20003747804, 20003747808, 20003748435, 20003748439]",40500.0,32000.0
Ro Khanna,CTSH,0.0,"[20003748514, 20003708150]",[20003707280],16000.0,8000.0
Ro Khanna,CTVA,0.0,[20003771421],[20003769723],8000.0,8000.0
Ro Khanna,CTVA,0.0,"[20003768657, 20003767616, 20003766958]","[20003767204, 20003765800]",24000.0,16000.0
Ro Khanna,CTVA,0.0,"[20003765055, 20003765190]","[20003764103, 20003764340, 20003758885]",16000.0,24000.0
Ro Khanna,CTVA,0.0,"[20003757442, 20003754991]",[20003753203],16000.0,8000.0
Ro Khanna,CTVA,0.0,[20003741552],[20003748336],8000.0,8000.0
Ro Khanna,CTVA,0.0,"[20003698554, 20003685272]","[20003687229, 20003687707]",16000.0,16000.0
Ro Khanna,CVS,0.0,"[20003768544, 20003768583, 20003767591]",[20003767042],48500.0,8000.0
Ro Khanna,CVS,0.0,"[20003767151, 20003765018]",[20003765244],16000.0,32500.0
Ro Khanna,CVS,-1.8901628311641498,"[20003763873, 20003763976]",[20003764100],16000.0,8000.0
Ro Khanna,CVS,0.0,"[20003764194, 20003762567, 20003762701]","[20003761694, 20003761901]",48500.0,65000.0
Ro Khanna,CVS,0.0,"[20003760835, 20003760877]","[20003758706, 20003758824, 20003760485]",107500.0,48500.0
Ro Khanna,CVS,0.0,[20003760572],[20003757176],8000.0,8000.0
Ro Khanna,CVS,0.0,"[20003755903, 20003754698, 20003753104, 20003751715]",[20003750143],56500.0,8000.0
Ro Khanna,CVS,-169.78887366633634,"[20003741367, 20003741591]","[20003742192, 20003742210]",16000.0,65000.0
Ro Khanna,CVS,0.0,"[20003716560, 20003748136, 20003748753]",[20003708426],73000.0,75000.0
Ro Khanna,CVS,0.0,"[20003698417, 20003698565, 20003684315]","[20003686925, 20003687625]",48500.0,40500.0
Ro Khanna,CVX,0.0,[20003684285],[20003686927],32500.0,32500.0
Ro Khanna,CZR,0.0,[20003772186],[20003769772],8000.0,8000.0
Ro Khanna,CZR,0.0,[20003762632],"[20003762844, 20003761760]",8000.0,16000.0
Ro Khanna,CZR,0.0,"[20003758815, 20003750029]","[20003741813, 20003742360]",16000.0,16000.0
Ro Khanna,CZR,0.0,[20003723204],"[20003748028, 20003748348]",8000.0,16000.0
Ro Khanna,CZR,0.0,[20003748811],[20003708483],8000.0,8000.0
Ro Khanna,D,0.0,"[20003764967, 20003765325]",[20003764483],16000.0,8000.0
Ro Khanna,D,0.0,[20003762888],[20003756089],8000.0,8000.0
Ro Khanna,D,0.0,"[20003764840, 20003684375]","[20003686989, 20002388380, 20002388409]",16000.0,24000.0
Ro Khanna,DAL,0.0,[20003768931],[20003769071],8000.0,8000.0
Ro Khanna,DAL,0.0,"[20003764069, 20003754694]",[20003754853],16000.0,8000.0
Ro Khanna,DAL,0.0,[20003755005],"[20003750106, 20003750335]",8000.0,16000.0
Ro Khanna,DAL,0.0,"[20003723164, 20003748236]","[20003748676, 20003748889, 20003708185]",16000.0,24000.0
Ro Khanna,DASH,0.0,"[20003757268, 20003757425]",[20003753060],16000.0,8000.0
Ro Khanna,DASH,0.0,[20003750007],[20003741779],8000.0,8000.0
Ro Khanna,DASH,0.0,"[20003722974, 20003722986]","[20003723369, 20003716823]",16000.0,16000.0
Ro Khanna,DBX,-81.87259724558152,[20003742118],[20003742409],8000.0,8000.0
Ro Khanna,DD,0.0,"[20003771443, 20003770667]",[20003770790],16000.0,32500.0
Ro Khanna,DD,0.0,[20003769640],"[20003766936, 20003766937, 20003766942, 20003767177, 20003767179, 20003767196, 20003767198, 20003767199, 20003767200, 20003767201, 20003764283, 20003762753, 20003762767, 20003762768, 20003761928, 20003761954, 20003760831, 20003760980, 20003758828]",8000.0,341500.0
Ro Khanna,DD,0.0,"[20003757266, 20003757463]",[20003754838],16000.0,8000.0
Ro Khanna,DD,0.0,"[20003755007, 20003752985, 20003753105, 20003751681, 20003751724, 20003751766, 20003749963]",[20003750102],80500.0,8000.0
Ro Khanna,DD,0.0,"[20003750226, 20003741430]",[20003741703],16000.0,8000.0
